"","comorbid_condition","concept_id","concept_code","concept_name","vocabulary"
"1339","Dementia",44782422,"101421000119107","Dementia due to Parkinson's disease","SNOMED CT"
"1340","Renal disease",44782690,"129161000119100","Chronic kidney disease stage 5 due to hypertension","SNOMED CT"
"1341","Dementia",44782710,"21921000119103","Dementia due to Pick's disease","SNOMED CT"
"1342","Hemiplegia or paraplegia",44782711,"22881000119100","Quadriplegia with quadriparesis","SNOMED CT"
"1343","Congestive heart failure",44782718,"153931000119109","Acute combined systolic and diastolic heart failure","SNOMED CT"
"1344","Congestive heart failure",44782719,"153941000119100","Chronic combined systolic and diastolic heart failure","SNOMED CT"
"1345","Dementia",44782726,"141991000119109","Delusions in Alzheimer's disease","SNOMED CT"
"1346","Dementia",44782727,"142001000119106","Depressed mood in Alzheimer's disease","SNOMED CT"
"1347","Congestive heart failure",44782728,"15781000119107","Hypertensive heart AND chronic kidney disease with congestive heart failure","SNOMED CT"
"1348","Chronic pulmonary disease",44782732,"133971000119108","Chronic pulmonary embolism","SNOMED CT"
"1349","Congestive heart failure",44782733,"153951000119103","Acute on chronic combined systolic and diastolic heart failure","SNOMED CT"
"1350","Cerebrovascular disease",44782753,"148871000119109","Weakness as a late effect of stroke","SNOMED CT"
"1351","Dementia",44782771,"31081000119101","Presenile dementia with delusions","SNOMED CT"
"1352","Peripheral vascular disease",44782775,"34881000119105","Peripheral vascular disease associated with another disorder","SNOMED CT"
"1353","Cerebrovascular disease",44782781,"48601000119107","Hemiplegia and/or hemiparesis following stroke","SNOMED CT"
"1354","Peripheral vascular disease",44782819,"698816006","Chronic occlusion of artery of extremity","SNOMED CT"
"1355","Renal disease",44784439,"698591006","Benign hypertensive renal disease with renal failure","SNOMED CT"
"1356","Renal disease",44784621,"8501000119104","Hypertensive heart and chronic kidney disease","SNOMED CT"
"1357","Hemiplegia or paraplegia",44806793,"813921000000104","Spastic hemiplegic cerebral palsy","SNOMED CT"
"1358","Diabetes, with chronic complications",45757435,"138911000119106","Mild nonproliferative retinopathy due to type 2 diabetes mellitus","SNOMED CT"
"1359","Diabetes, with chronic complications",45763583,"60961000119107","Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus","SNOMED CT"
"1360","Diabetes, with chronic complications",45763584,"60971000119101","Proliferative retinopathy due to type 1 diabetes mellitus","SNOMED CT"
"1361","Renal disease",45763854,"700378005","Chronic kidney disease stage 3A","SNOMED CT"
"1362","Renal disease",45763855,"700379002","Chronic kidney disease stage 3B","SNOMED CT"
"1363","Malignancy, except skin neoplasms",45765770,"702786004","Follicular non-Hodgkin's lymphoma diffuse follicle center sub-type grade 1","SNOMED CT"
"1364","Myocardial infarction",45766075,"703164000","Acute anterior ST segment elevation myocardial infarction","SNOMED CT"
"1365","Myocardial infarction",45766114,"703211006","Subsequent ST segment elevation myocardial infarction","SNOMED CT"
"1366","Myocardial infarction",45766116,"703213009","Acute ST segment elevation myocardial infarction of inferior wall","SNOMED CT"
"1367","Cerebrovascular disease",45766121,"703218000","Cerebral vasoconstriction syndrome","SNOMED CT"
"1368","Cerebrovascular disease",45766199,"703311009","Cerebral arteritis due to infectious disease","SNOMED CT"
"1369","Myocardial infarction",45766241,"703360004","Subsequent non-ST segment elevation myocardial infarction","SNOMED CT"
"1370","Cerebrovascular disease",45767658,"705130002","Cerebral infarction due to thrombosis of middle cerebral artery","SNOMED CT"
"1371","Chronic pulmonary disease",45768908,"707440005","Exercise induced bronchospasm","SNOMED CT"
"1372","Chronic pulmonary disease",45768910,"707444001","Uncomplicated asthma","SNOMED CT"
"1373","Chronic pulmonary disease",45768963,"707511009","Uncomplicated mild persistent asthma","SNOMED CT"
"1374","Chronic pulmonary disease",45768964,"707512002","Uncomplicated moderate persistent asthma","SNOMED CT"
"1375","Chronic pulmonary disease",45768965,"707513007","Uncomplicated severe persistent asthma","SNOMED CT"
"1376","Chronic pulmonary disease",45769350,"707979007","Acute severe exacerbation of severe persistent asthma","SNOMED CT"
"1377","Chronic pulmonary disease",45769351,"707980005","Acute severe exacerbation of moderate persistent asthma","SNOMED CT"
"1378","Chronic pulmonary disease",45769352,"707981009","Acute severe exacerbation of mild persistent asthma","SNOMED CT"
"1379","Chronic pulmonary disease",45769438,"708090002","Acute severe exacerbation of asthma","SNOMED CT"
"1380","Chronic pulmonary disease",45769442,"708095007","Acute severe exacerbation of immunoglobin E-mediated allergic asthma","SNOMED CT"
"1381","Chronic pulmonary disease",45769443,"708096008","Acute severe exacerbation of intrinsic asthma","SNOMED CT"
"1382","Diabetes, without chronic complications",45769832,"72021000119109","Dermopathy due to type 1 diabetes mellitus","SNOMED CT"
"1383","Diabetes, with chronic complications",45769873,"82571000119107","Traction detachment of retina due to type 1 diabetes mellitus","SNOMED CT"
"1384","Diabetes, with chronic complications",45770830,"97331000119101","Macular edema and retinopathy due to type 2 diabetes mellitus","SNOMED CT"
"1385","Diabetes, with chronic complications",45770881,"138921000119104","Moderate nonproliferative retinopathy due to type 2 diabetes mellitus","SNOMED CT"
"1386","Malignancy, except skin neoplasms",45770892,"10708511000119108","Primary malignant neoplasm of uterus","SNOMED CT"
"1387","Renal disease",45770906,"195791000119101","Chronic proliferative glomerulonephritis","SNOMED CT"
"1388","Cerebrovascular disease",45772786,"705128004","Cerebral infarction due to embolism of middle cerebral artery","SNOMED CT"
"1389","Chronic pulmonary disease",45773005,"708094006","Acute exacerbation of intrinsic asthma","SNOMED CT"
"1390","Diabetes, with chronic complications",45773064,"82541000119100","Traction detachment of retina due to type 2 diabetes mellitus","SNOMED CT"
"1391","Cerebrovascular disease",45773220,"700467001","Reversible cerebral vasoconstriction syndrome","SNOMED CT"
"1392","Chronic pulmonary disease",46269801,"10692681000119108","Aspirin exacerbated respiratory disease","SNOMED CT"
"1393","Mild liver disease",46269816,"1082601000119104","Ascites due to alcoholic cirrhosis","SNOMED CT"
"1394","Moderate or severe liver disease",46269818,"1082621000119108","Hepatic coma due to alcoholic liver failure","SNOMED CT"
"1395","Mild liver disease",46269835,"1085021000119106","Hepatic ascites due to chronic alcoholic hepatitis","SNOMED CT"
"1396","Moderate or severe liver disease",46269836,"1085091000119108","Hepatic coma due to chronic hepatic failure","SNOMED CT"
"1397","Cerebrovascular disease",46270031,"125081000119106","Cerebral infarction due to occlusion of precerebral artery","SNOMED CT"
"1398","Myocardial infarction",46270162,"15713081000119108","Acute ST segment elevation myocardial infarction due to left coronary artery occlusion","SNOMED CT"
"1399","Myocardial infarction",46270163,"15713121000119105","Acute ST segment elevation myocardial infarction due to right coronary artery occlusion","SNOMED CT"
"1400","Renal disease",46270347,"28191000119109","Chronic nephritic syndrome with membranous glomerulonephritis","SNOMED CT"
"1401","Chronic pulmonary disease",46270376,"293241000119100","Acute exacerbation of chronic obstructive bronchitis","SNOMED CT"
"1402","Rheumatic disease",46270482,"322461000119108","Polyneuropathy due to systemic sclerosis","SNOMED CT"
"1403","Renal disease",46271022,"709044004","Chronic kidney disease","SNOMED CT"
"1404","Peripheral vascular disease",46271459,"709584004","Atherosclerosis of bypass graft of lower limb","SNOMED CT"
"1405","Peripheral vascular disease",46272492,"710864009","Dissection of artery","SNOMED CT"
"1406","Rheumatic disease",46273369,"72181000119109","Endocarditis due to systemic lupus erythematosus","SNOMED CT"
"1407","Mild liver disease",46273476,"1092801000119102","Hepatic ascites co-occurrent with chronic active hepatitis due to toxic liver disease","SNOMED CT"
"1408","Cerebrovascular disease",46273649,"34181000119102","Cerebral infarction due to occlusion of basilar artery","SNOMED CT"
"1409","Malignancy, except skin neoplasms",37163570,"1217301006","Precursor cell lymphoblastic lymphoma","SNOMED CT"
"1410","Malignancy, except skin neoplasms",35622279,"763666008","Splenic marginal zone B-cell lymphoma","SNOMED CT"
"1411","Chronic pulmonary disease",45772937,"707446004","Exacerbation of moderate persistent asthma","SNOMED CT"
"1412","Chronic pulmonary disease",45768911,"707445000","Exacerbation of mild persistent asthma","SNOMED CT"
"1413","Malignancy, except skin neoplasms",4181330,"363365008","Malignant tumor of soft tissue of thorax","SNOMED CT"
"1414","Malignancy, except skin neoplasms",4179094,"363496003","Malignant tumor of soft tissue of abdomen","SNOMED CT"
"1415","Malignancy, except skin neoplasms",4178958,"363366009","Malignant tumor of soft tissue of pelvis","SNOMED CT"
"1416","Malignancy, except skin neoplasms",4095593,"188046002","Malignant melanoma of neck","SNOMED CT"
"1417","Malignancy, except skin neoplasms",1075508,"1306295006","Malignant neoplasm of nipple and areola","SNOMED CT"
"1418","Malignancy, except skin neoplasms",4155292,"372094002","Malignant neoplasm of axillary tail of breast","SNOMED CT"
"1419","Malignancy, except skin neoplasms",4033890,"109359008","Primary malignant neoplasm of independent multiple sites","SNOMED CT"
"1420","Malignancy, except skin neoplasms",37165857,"1255895001","Burkitt lymphoma of lymph nodes of upper limb","SNOMED CT"
"1421","Malignancy, except skin neoplasms",37165822,"1255796007","Burkitt lymphoma of lymph nodes of lower limb","SNOMED CT"
"1422","Diabetes, with chronic complications",37160913,"1172389004","Disorder due to malnutrition related diabetes mellitus","SNOMED CT"
"1423","Rheumatic disease",40483692,"443872005","Systemic sclerosis caused by chemical","SNOMED CT"
"1424","Malignancy, except skin neoplasms",1244907,"1293166002","Malignant neoplasm of vestibulocochlear nerve structure","SNOMED CT"
"1425","Chronic pulmonary disease",4307356,"83291003","Cor pulmonale","SNOMED CT"
"1426","Malignancy, except skin neoplasms",1075604,"1306541002","Primary malignant neoplasm of axillary tail of left breast","SNOMED CT"
"1427","Malignancy, except skin neoplasms",1075605,"1306542009","Primary malignant neoplasm of axillary tail of right breast","SNOMED CT"
"1428","Malignancy, except skin neoplasms",1075914,"1332476001","Disseminated Langerhans cell histiocytosis of bone","SNOMED CT"
"1429","Malignancy, except skin neoplasms",607994,"1156495004","Dendritic cell sarcoma","SNOMED CT"
"1430","Chronic pulmonary disease",257581,"281239006","Acute asthma","SNOMED CT"
"1431","Malignancy, except skin neoplasms",37165805,"1255750004","Burkitt tumor of lymph nodes of neck","SNOMED CT"
"1432","Malignancy, except skin neoplasms",1075882,"1332431001","Disseminated Langerhans cell histiocytosis of abdominal lymph nodes","SNOMED CT"
"1433","Malignancy, except skin neoplasms",1075881,"1332430000","Disseminated Langerhans cell histiocytosis of pelvic lymph nodes","SNOMED CT"
"1434","Malignancy, except skin neoplasms",1075880,"1332429005","Disseminated Langerhans cell histiocytosis of lymph nodes of thorax","SNOMED CT"
"1435","Malignancy, except skin neoplasms",1075875,"1332423006","Disseminated Langerhans cell histiocytosis of lymph nodes of upper limb","SNOMED CT"
"1436","Malignancy, except skin neoplasms",1075877,"1332426003","Disseminated Langerhans cell histiocytosis of cervical lymph nodes","SNOMED CT"
"1437","Malignancy, except skin neoplasms",1075874,"1332422001","Disseminated Langerhans cell histiocytosis of lymph nodes of lower limb","SNOMED CT"
"1438","Malignancy, except skin neoplasms",1075879,"1332428002","Disseminated Langerhans cell histiocytosis of lymph nodes of multiple sites","SNOMED CT"
"1439","Malignancy, except skin neoplasms",1075878,"1332427007","Disseminated Langerhans cell histiocytosis of spleen","SNOMED CT"
"1440","Malignancy, except skin neoplasms",4182216,"54087003","Hairy cell leukemia","SNOMED CT"
"1441","Malignancy, except skin neoplasms",37165841,"1255815000","Malignant histiocytosis of lymph nodes of upper limb","SNOMED CT"
"1442","Malignancy, except skin neoplasms",37165801,"1255746006","Malignant histiocytosis of lymph nodes of head","SNOMED CT"
"1443","Malignancy, except skin neoplasms",37165821,"1255795006","Malignant histiocytosis of lymph nodes of lower limb","SNOMED CT"
"1444","Malignancy, except skin neoplasms",37165865,"1255906008","Malignant lymphoma of lymph nodes of upper limb","SNOMED CT"
"1445","Malignancy, except skin neoplasms",37165832,"1255806007","Malignant lymphoma of lymph nodes of neck","SNOMED CT"
"1446","Malignancy, except skin neoplasms",37165866,"1255907004","Malignant lymphoma of lymph nodes of lower limb","SNOMED CT"
"1447","Malignancy, except skin neoplasms",37165835,"1255809000","Malignant mast cell tumor of lymph nodes of upper limb","SNOMED CT"
"1448","Malignancy, except skin neoplasms",4094540,"188662007","Mast cell malignancy of lymph nodes of head and neck","SNOMED CT"
"1449","Malignancy, except skin neoplasms",37165860,"1255899007","Malignant mast cell tumor of lymph nodes of lower limb","SNOMED CT"
"1450","Malignancy, except skin neoplasms",37165854,"1255890006","Hodgkin disease, lymphocytic depletion of lymph nodes of upper limb","SNOMED CT"
"1451","Malignancy, except skin neoplasms",4143679,"426885008","Hodgkin's disease, lymphocytic depletion of lymph nodes of head","SNOMED CT"
"1452","Malignancy, except skin neoplasms",37165855,"1255892003","Hodgkin disease, lymphocytic depletion of lymph nodes of lower limb","SNOMED CT"
"1453","Malignancy, except skin neoplasms",37165840,"1255814001","Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of upper limb","SNOMED CT"
"1454","Malignancy, except skin neoplasms",37165792,"1255737000","Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of head","SNOMED CT"
"1455","Malignancy, except skin neoplasms",37165858,"1255897009","Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of lower limb","SNOMED CT"
"1456","Malignancy, except skin neoplasms",37165837,"1255811009","Hodgkin disease, mixed cellularity of lymph nodes of upper limb","SNOMED CT"
"1457","Malignancy, except skin neoplasms",37165818,"1255790001","Hodgkin disease, mixed cellularity of lymph nodes of head and neck","SNOMED CT"
"1458","Malignancy, except skin neoplasms",37165859,"1255898004","Hodgkin disease, mixed cellularity of lymph nodes of lower limb","SNOMED CT"
"1459","Malignancy, except skin neoplasms",37165838,"1255812002","Hodgkin disease, nodular sclerosis of lymph nodes of upper limb","SNOMED CT"
"1460","Malignancy, except skin neoplasms",37165819,"1255791002","Hodgkin disease, nodular sclerosis of lymph nodes of head and neck","SNOMED CT"
"1461","Malignancy, except skin neoplasms",37165823,"1255797003","Hodgkin disease, nodular sclerosis of lymph nodes of lower limb","SNOMED CT"
"1462","Malignancy, except skin neoplasms",37165864,"1255905007","Hodgkin disease of lymph nodes of upper limb","SNOMED CT"
"1463","Malignancy, except skin neoplasms",37165829,"1255803004","Hodgkin disease of lymph nodes of neck","SNOMED CT"
"1464","Malignancy, except skin neoplasms",37165862,"1255902005","Hodgkin disease of lymph nodes of lower limb","SNOMED CT"
"1465","Malignancy, except skin neoplasms",37165824,"1255798008","Hodgkin granuloma of lymph nodes of upper limb","SNOMED CT"
"1466","Malignancy, except skin neoplasms",37165787,"1255726001","Hodgkin granuloma of lymph nodes of head","SNOMED CT"
"1467","Malignancy, except skin neoplasms",37165856,"1255894002","Hodgkin granuloma of lymph nodes of lower limb","SNOMED CT"
"1468","Malignancy, except skin neoplasms",37165853,"1255888005","Hodgkin paragranuloma of lymph nodes of upper limb","SNOMED CT"
"1469","Malignancy, except skin neoplasms",37165814,"1255786003","Hodgkin paragranuloma of lymph nodes of head and neck","SNOMED CT"
"1470","Malignancy, except skin neoplasms",37165852,"1255887000","Hodgkin's paragranuloma of lymph nodes of lower limb","SNOMED CT"
"1471","Malignancy, except skin neoplasms",37165834,"1255808008","Hodgkin sarcoma of lymph nodes of upper limb","SNOMED CT"
"1472","Malignancy, except skin neoplasms",37165798,"1255743003","Hodgkin sarcoma of lymph nodes of head","SNOMED CT"
"1473","Malignancy, except skin neoplasms",37165849,"1255883001","Hodgkin sarcoma of lymph nodes of lower limb","SNOMED CT"
"1474","Malignancy, except skin neoplasms",1075588,"1306509008","Primary malignant neoplasm of central portion of breast","SNOMED CT"
"1475","Malignancy, except skin neoplasms",37165851,"1255886009","Mycosis fungoides of lymph nodes of upper limb","SNOMED CT"
"1476","Malignancy, except skin neoplasms",37165807,"1255752007","Mycosis fungoides of lymph nodes of head","SNOMED CT"
"1477","Malignancy, except skin neoplasms",37165825,"1255799000","Sézary disease of lymph nodes of head","SNOMED CT"
